id,trigger,conditions,script,text,options,notes
LCP_butHaveCom2,DialogOptionSelected,$option == LCP_butHaveCom2,"AdjustRepActivePerson INHOSPITABLE -2
MakeOtherFleetPreventDisengage hassle false","O Cavaleiro permanece imóvel por um longo momento desconfortável. Você está prestes a verificar se a transmissão não travou quando $heOrShe solta um suspiro.

""Vou rezar por você, capitão. Para que não se desvie do caminho, que encarne a virtude, que no futuro escolha a ação correta em vez do egoísmo.""

$HeOrShe encerra a transmissão, deixando você com a imagem desvanecente de uma expressão nada cavalheiresca.",cutCommLinkNoText:Interrompa a comunicação,"# personally mad, but technically allows you to get out of it."
LCP_notEnoughSel,DialogOptionSelected,$option == LCP_notEnough,MakeOtherFleetPreventDisengage hassle false,"""De fato, nossos escaneamentos indicam que você não possui suprimentos suficientes para um dízimo digno. Infeliz, mas compreensível. Não exigiríamos de um pobre-diabo como você que entregasse o que é necessário para sobreviver.""

O Cavaleiro faz uma leve reverência. ""Temos nossa piedade. E por você nós oraremos, $playerBrotherOrSister.""",cutCommLinkNoText:Interrompa a comunicação,
LCP_notEnoughSelPods,DialogOptionSelected,"$option == LCP_notEnough
HA_CMD sacredProtectorsCheckCargoPods",MakeOtherFleetPreventDisengage hassle false,"""De fato, nossos escaneamentos indicam que você não possui suprimentos suficientes para um dízimo digno. Não exigiríamos de um pobre-diabo como você que entregasse o que é necessário para sobreviver.""

O Cavaleiro faz uma leve reverência. ""Temos nossa piedade. E por você nós oraremos, $playerBrotherOrSister.""

""Enquanto isso, você e eu somos igualmente abençoados por testemunhar um milagre: suprimentos abundantes simplesmente flutuando no espaço próximo. Nós os tomaremos para servir ao nosso Bom Trabalho e louvaremos o Criador por este golpe de providência.""","cutCommLinkNoText:""Estou tão... feliz por testemunhar este milagre com você."" (Interrompa a comunicação)",
LCP_notEnoughLieSel,DialogOptionSelected,$option == LCP_notEnoughLie,MakeOtherFleetPreventDisengage hassle false,"O Cavaleiro fica apenas ligeiramente surpreso com sua descarada mentira.

""Se."" Uma pausa significativa, ""Se for assim"", $heOrShe começa, ""então certamente nós seríamos os mais adequados para entregar...""","LCP_notEnoughLie2:""$BrotherOrSister! Oro para que reconheça uma missão sagrada concedida apenas a mim!"" ",
LCP_notEnoughLieSel2,DialogOptionSelected,$option == LCP_notEnoughLie2,,"Você interrompe a contraproposta cética do Cavaleiro com uma história sincera: uma congregação popular em Tartessus, composta em grande parte por uma vila de camponeses e artesãos empobrecidos, passou por um período de oração e privação para arrecadar uma doação para amenizar o sofrimento dos Fiéis de mundos distantes.

Ao ouvir sobre sua demonstração de piedade, você viajou até a vila e fez a eles uma promessa pessoal diante da congregação — liderada pelo humilde cura, cego e idoso, que o convenceu a garantir pessoalmente que aquela caridade fosse entregue. Embora possa soar irracional, é justamente por essa irracionalidade que você demonstra sua devoção.

A fé, afinal, transcende os limites da mera razão.",LCP_notEnoughLie3:Não é a loucura de santos e anjos que eleva a fé de uma pobre alma nascida dos filhos caídos da Terra?,
LCP_notEnoughLieSel3,DialogOptionSelected,$option == LCP_notEnoughLie3,,"O Cavaleiro, vencido por sua torrente de palavras e comovido por sua devoção, é forçado a admitir, hesitante, que sua sagrada missão pode muito bem ser tão válida quanto a $hisOrHer própria, dadas as circunstâncias.

""Eu, ah, vou rezar por você e por esta congregação em Tartessus"", diz o Cavaleiro, ""-Que sua caridade sirva à Boa Causa e inspire muitos outros atos de Fé.""",cutCommLinkNoText:Cortar a conexão de comunicação,
LCP_notHappeningSel,DialogOptionSelected,$option == LCP_notHappening,"RemoveOption LCP_notHappening
$failedToRefuse = true 0","""O dízimo é, é claro, uma questão de consciência pessoal.""

O tom do Cavaleiro escurece: ""No entanto, nós reivindicamos o direito de 'caridade induzida' nesse assunto, pois as vidas dos Fiéis estão em perigo iminente."" Os olhos de $HisOrHer endurecem. ""Antes morreríamos do que permitir que nosso rebanho sofra. De fato, seria um pecado terrível reter comida dos famintos, abrigo dos que congelam e auxílio dos doentes.""

$HeOrShe olha ligeiramente para cima, com os olhos desfocados. ""Que o martelo de Ludd encontre uma das minhas mãos e a espada a outra; lutarei batalhas justas para defender os Fiéis.""

A ameaça do Cavaleiro não é sutil.",,
LCP_notHappeningSelFaithful,DialogOptionSelected,"$option == LCP_notHappening
$player.luddicFaithfulOrChurchCom","RemoveOption LCP_notHappening
$failedToRefuse = true 0","""Mas tu deves,"" $heOrShe diz.",,
LCP_complySel,DialogOptionSelected,$option == LCP_comply,"MakeOtherFleetPreventDisengage hassle false
RemoveCommodity supplies $SP_supplies","Assim que a transferência de carga é confirmada, o Cavaleiro junta $hisOrHer mãos calmamente, a imagem perfeita da piedade.

""Sua caridade é um farol de esperança em um mundo de desigualdade,"" diz a $post. ""Os Cavaleiros agradecem sua generosidade piedosa e altruísta.""",cutCommLinkNoText:Cortar a comunicação,
,,,,,,
# Negotiating an agreement with the Luddic Church to curtail immigration in exchange for them stopping harrassing your colonies,,,,,,
#DEVLCMakeDealOpt,PopulateOptions,"$global.isDevMode
$personFaction.id == luddic_church
Commission personCanGiveCommission",FireBest LCMakeDealStartOpts,,,
#DEVLCMakeDealOpt,PopulateOptions,"$isPerson
$personFaction.id == luddic_church
Commission personCanGiveCommission
#!$player.madeImmigrationDealWithLuddicChurch
#!$player.brokeLuddicChurchDeal
#!$player.defeatedLuddicChurchExpedition
#HA_CMD knightsHasslingPlayerColonies",,,"lcMakeDeal:""The Knights of Ludd are essentially committing piracy in my volume and I demand it stop.""",
LCMakeDealOpts,PopulateOptions,"$isPerson
$personFaction.id == luddic_church
Commission personCanGiveCommission
!$player.madeImmigrationDealWithLuddicChurch
!$player.brokeLuddicChurchDeal
!$player.defeatedLuddicChurchExpedition
HA_CMD knightsHasslingPlayerColonies",,,"lcMakeDeal:""Os Cavaleiros de Ludd estão essencialmente cometendo pirataria no meu espaço e exijo que parem.""",
lcMakeDealHostile,DialogOptionSelected,"$option == lcMakeDeal
RepIsAtBest luddic_church HOSTILE score:100","HA_CMD printLCDealRepReq
RemoveOption lcMakeDeal","""Infelizmente, não vejo possibilidade para tal acordo ser aprovado com um—"" $heOrShe interrompe $himOrHerself. ""Com quem está engajado em hostilidades diretas contra a Igreja da Redenção Galáctica.""

""Os Cavaleiros têm uma missão sagrada! Um martelo em uma mão, uma espada na outra, oro para que vejam isso feito,"" $heOrShe diz com ferocidade.

Enquanto isso, a mão de $post parece ter se dirigido a um console secundário e está batendo freneticamente, o que você supõe ser algum tipo de sinal de alerta.",,"# test makenearbyfleets hostile?
#MakeNearbyFleetsHostile luddic_church 100000 30 true "
lcMakeDealTakeoverUntrustworthy,DialogOptionSelected,"$option == lcMakeDeal
$player.untrustworthy > 2 score:200",RemoveOption lcMakeDeal,"""Sua reputação se espalhou como... como uma praga, $playerSirOrMadam."" O $post parece enojado enquanto $heOrShe fala, ""Se os Cavaleiros estivessem inclinados a negociar, saberiam melhor do que lidar com um perjuro como você. Você não tem nada de sagrado, nem mesmo sua própria palavra.""

""Um martelo em uma mão, uma espada na outra, oro para que os Cavaleiros vejam seu trabalho feito,"" $heOrShe diz com ferocidade.

Enquanto isso, a mão de $post parece ter se dirigido a um console secundário e está batendo freneticamente, o que você supõe ser algum tipo de sinal de alerta.",,"# The player is not trustworthy (due to their other actions, not due to cancelling this deal) and the Church will not deal with them."
#,,$player.atrocities > 1,RemoveOption lcMakeDeal,,,# maybe player is too brutal to deal with?
lcMakeDealSelAgain,DialogOptionSelected,"$option == lcMakeDeal
$player.wasOfferedChurchImmigrationDeal",,"""Ah."" $HeOrShe junta $hisOrHer mãos, demasiado sereno. ""Sim, lembro que já tivemos contato sobre este mesmo assunto com você, infelizmente sem resolução naquela ocasião anterior.""

""Rezo para que, neste dia abençoado, possamos chegar a um acordo construtivo que garanta a segurança física e espiritual de todas as partes.""",lcMakeDealReview:Continuar,
lcMakeDealSelAgainReview,DialogOptionSelected,$option == lcMakeDealReview,"SetTooltip lcDealConfirm ""Os Cavaleiros de Ludd cessarão suas interferências. Remove os benefícios da Maioria Luddica em suas colônias. A Maioria Luddica pode ser perdida com o crescimento da colônia.""
SetTooltipHighlights lcDealConfirm ""Knights of Ludd"" ""Luddic Majority"" ""Luddic Majority""
SetTooltipHighlightColors lcDealConfirm  luddic_church
AddTextSmall ""Remove os benefícios da Maioria Luddica em suas colônias"" highlight","""Nossa proposta é a seguinte: a Igreja da Redenção Galáctica e sua organização colaboram para impor controles de imigração, limitando o fluxo de Fiéis para suas colônias. A Igreja cuidará de seu rebanho, e os Cavaleiros de Ludd cessarão suas intervenções em seus assuntos.""

""Assim que você concordar com o acordo, é claro."" $HeOrShe sorri esperançoso, mas talvez não de forma sincera.","lcDealConfirm:Confirmar o concordato
cutCommLink:Cortar a ligação de comunicação",
lcMakeDealSel,DialogOptionSelected,$option == lcMakeDeal,"SetTextHighlights ""concordat""","""Ah."" $HeOrShe junta $hisOrHer mãos, demasiado sereno.

""Os Cavaleiros de Ludd cumprem uma missão sagrada para proteger os Fiéis e, sim, estão ansiosos para demonstrar a sua fé. Contudo, não devemos permitir que o Orgulho gere Ira, não é?""

""Um compromisso, um concordato, poderia resolver esta situação.""","lcMakeDealIntroA:""Compromisso? Os Cavaleiros começaram isso, e sem motivo algum!""
lcMakeDealIntroB:""Vamos começar com a Igreja ordenando que os Cavaleiros recuem de sua incursão não provocada.""
lcMakeDealIntroC:""Sou eu quem foi ofendido, sou eu quem deve fazer exigências.""",
lcMakeDealIntroA,DialogOptionSelected,$option == lcMakeDealIntroA,"$option = lcMakeDealIntro2 0
FireBest DialogOptionSelected","""Não existe 'sem motivo' para esta situação, $playerSirOrMadam,"" $heOrShe diz, com um olhar de paciência forçada. ""Um número crescente de Fiéis viajou para suas possessões, e você permitiu que eles trabalhassem e se estabelecessem.""

""A Igreja cuida de seu rebanho.""",,
lcMakeDealIntroB,DialogOptionSelected,$option == lcMakeDealIntroB,"$option = lcMakeDealIntro2 0
FireBest DialogOptionSelected","""Não é tão simples assim,"" $heOrShe diz, com um olhar de paciência forçada. ""Um número crescente de Fiéis viajou para colônias recém-fundadas, e você permitiu que eles trabalhassem e se estabelecessem lá.""

""Proteger os Fiéis é o dever primordial dos Cavaleiros de Ludd.""",,
lcMakeDealIntroC,DialogOptionSelected,$option == lcMakeDealIntroC,"$option = lcMakeDealIntro2 0
FireBest DialogOptionSelected","""Não é tão simples assim,"" $heOrShe diz, com um olhar de paciência forçada. ""Um número crescente de Fiéis viajou para colônias recém-fundadas — você permitiu que eles trabalhassem e se estabelecessem dentro de suas possessões.

""É dever dos Cavaleiros de Ludd proteger os Fiéis em corpo e espírito.""",,
lcMakeDealIntro2,DialogOptionSelected,$option == lcMakeDealIntro2,FireAll LCMakeDealOptions,"$HeOrShe pega um livro — de papel — e começa a citar estatísticas populacionais. Entre isso e o que você lembra de suas próprias estatísticas, você entende que certos grupos-chave de mão de obra têm deixado mundos sob controle luddico em busca de uma nova vida nas colônias.

Em particular, os seus. E isso é um problema para eles.",,
LCmakeDealOptsPropose,LCMakeDealOptions,,,,"lcMakeDealPropose:""Então, o que você propõe?""",
LCmakeDealOptsProposeAbrupt,LCMakeDealOptions,,,,"lcMakeDealProposeAbrupt:""Não perca meu tempo com números. Qual é a sua exigência?""",
lcMakeDealOptsTurnips,LCMakeDealOptions,,,,"lcMakeDealTurnips:""Isso diz respeito à sua mão de obra técnica, não é? Cultivar nabos não é suficiente para os luditas?""",
lcMakeDealOptsFreeWill,LCMakeDealOptions,"!$saidFreeWill
$player.luddicFaithfulOrChurchCom",,,"lcMakeDealFreeWill:""Acaso o Criador não nos deu livre arbítrio para escolher qual caminho trilhar?""",
lcMakeDealOptsProvide,LCMakeDealOptions,"!$saidProvide
!$player.luddicFaithfulOrChurchCom
!$player.mostLuddicEthosPather",,,"lcMakeDealProvide:""Não é minha culpa você não conseguir oferecer à sua população a vida que eles desejam.""",
lcMakeDealOptsPath,LCMakeDealOptions,"!$saidPathThing
$player.mostLuddicEthosPather",,,"lcMakeDealPath:""Você não pode negar aos Fiéis um Caminho mais justo, se eles assim o escolherem.""",
LCmakeDealTurnips,DialogOptionSelected,$option == lcMakeDealTurnips,"$saidTurnips = true
RemoveOption lcMakeDealTurnips","O $post esboça um sorriso fino e descontente.

""Tal perspectiva estritamente secular cega você para as riquezas espirituais da visão de Ludd — e para os deveres que ela implica. Não posso abrir seus olhos; posso apenas pedir.""

""E se meu pedido cair em ouvidos moucos, então esperarei; o tempo pode, afinal, derrubar o muro de orgulho que cerca seu coração,"" $heOrShe diz, mãos unidas, olhos voltados para cima.

Agora $heOrShe cita algum livro sagrado; uma tática de obscurecimento. Você não se surpreende ao constatar que um representante da Igreja não admite abertamente a base de suas políticas trabalhistas.",,
LCmakeDealFreeWill,DialogOptionSelected,$option == lcMakeDealFreeWill,"$saidFreeWill = true
RemoveOption lcMakeDealFreeWill","""Claro,"" diz $post, franzindo a testa. ""E nem mesmo um caminhante justo pode ser desviado pela decepção? Ou pela sua própria natureza caída?""

$HeOrShe balança $hisOrHer cabeça, tentando afastar essa sofisma. ""De qualquer forma, não vou debater questões de cânone com você; isso cabe aos curas. Minha preocupação está na missão da Igreja de cuidar de seu rebanho. Principalmente,"" $heOrShe lança um olhar impaciente para você, ""em assuntos espirituais.""",,
LCmakeDealProvide,DialogOptionSelected,$option == lcMakeDealProvide,"$saidProvide = true
RemoveOption lcMakeDealProvide","Apesar dos melhores esforços de $hisOrHer, uma expressão de consternação distinta cruza o rosto de $post.

""Seja qual for a adversidade, seja quaisquer sussurros enganosos que tentem desviar os Fiéis do caminho, a Igreja da Redenção Galáctica foi fundada em nome de Ludd para zelar pela saúde espiritual deles.""

Os olhos de $HeOrShe assumem agora um aspecto de aço, ""E assim será, seja por um meio — ou por outro.""",,
LCmakeDealPath,DialogOptionSelected,$option == lcMakeDealPath,"$saidPathThing = true
RemoveOption lcMakeDealPath","Uma expressão distinta de consternação cruza o rosto de $post apesar dos melhores esforços de $hisOrHer.

""Não vou entreter sua implicação, nem serei provocado a um debate de dogma. Leve sua batalha espiritual a um cura; estou aqui para fazer um acordo mundano.""",,
